file_path,decay,more_executed,closure,sabre_swap_count
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_8.json,1568,1666,1488,1620
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_3.json,3172,3180,3223,3205
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_3.json,594,611,615,598
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_2.json,2821,2800,2300,2963
benchmarks/polyhedral/queko-bss-20qbt/20QBT_500CYC_QSE_8.json,2617,2490,2385,2756
benchmarks/polyhedral/queko-bss-20qbt/20QBT_900CYC_QSE_6.json,4506,4145,3910,4063
benchmarks/polyhedral/queko-bss-20qbt/20QBT_800CYC_QSE_0.json,4206,4121,3690,3678
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_7.json,3302,3513,3003,3065
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_5.json,3656,3464,3192,3420
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_4.json,3248,2923,2672,2945
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_2.json,1131,1113,1185,1045
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_6.json,3511,3475,3417,3263
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_9.json,3247,3187,2966,3265
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_5.json,1681,1665,1465,1439
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_8.json,715,631,670,671
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_1.json,1086,1077,1029,1269
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_5.json,1058,1253,1133,1072
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_2.json,3079,3624,3366,3486
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_7.json,1167,1158,1040,1136
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_3.json,1963,1915,2077,2069
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_3.json,1193,1046,1078,1042
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_6.json,3104,3243,2869,2921
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_1.json,1945,1979,1799,2017
benchmarks/polyhedral/queko-bss-20qbt/20QBT_500CYC_QSE_6.json,2422,2607,2825,2532
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_2.json,2016,2040,1892,1961
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_6.json,1735,1637,1470,1467
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_1.json,619,589,668,642
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_5.json,2955,2818,2633,2824
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_3.json,3045,2816,2901,2748
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_6.json,1026,1102,1131,1130
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_0.json,3231,3222,3061,3108
benchmarks/polyhedral/queko-bss-20qbt/20QBT_900CYC_QSE_7.json,4447,4424,4105,4599
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_4.json,593,629,574,682
benchmarks/polyhedral/queko-bss-20qbt/20QBT_900CYC_QSE_3.json,4307,4118,4035,3924
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_7.json,2932,2846,2622,3079
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_6.json,567,556,552,528
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_2.json,591,644,544,581
benchmarks/polyhedral/queko-bss-20qbt/20QBT_800CYC_QSE_7.json,3583,3938,4139,3828
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_9.json,643,658,581,597
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_0.json,977,1027,1017,1073
benchmarks/polyhedral/queko-bss-20qbt/20QBT_500CYC_QSE_7.json,2426,2609,2223,2295
benchmarks/polyhedral/queko-bss-20qbt/20QBT_500CYC_QSE_0.json,2346,2717,2535,2634
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_0.json,1902,2142,1974,1879
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_0.json,659,728,563,581
benchmarks/polyhedral/queko-bss-20qbt/20QBT_800CYC_QSE_4.json,3506,3567,3301,4020
benchmarks/polyhedral/queko-bss-20qbt/20QBT_900CYC_QSE_5.json,4281,3960,3964,3891
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_7.json,2003,1963,1865,1940
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_8.json,3132,3701,3383,3367
benchmarks/polyhedral/queko-bss-20qbt/20QBT_800CYC_QSE_3.json,4018,3527,4224,3842
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_1.json,3240,3253,2985,2952
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_6.json,2106,2029,2190,1723
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_0.json,1459,1749,1382,1391
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_8.json,2863,2808,2572,2825
