file_path,decay,more_executed,closure,sabre_swap_count
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,3811,3254,2699,3304
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,3760,3372,2544,2179
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,7037,7293,7269,6367
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,3955,3841,3185,4608
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,2250,2459,2232,2265
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,3875,5499,3848,3711
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,7287,6424,5459,6043
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,2347,2376,1970,2568
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,6584,5905,5257,6802
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,4967,5825,4549,4843
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,7287,5853,6880,7920
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,2721,3912,3447,2955
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,6373,6155,5844,5203
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,3112,2642,2800,2739
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,3027,2749,2716,3025
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,5830,6591,5584,5399
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,4045,4455,4379,4550
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,6487,7616,7671,7318
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,3352,3800,3513,3787
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,3370,3346,3152,2755
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,5001,5399,4139,4927
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,6160,5400,5626,4583
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,6048,6230,5748,7059
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_8.json,5703,7753,7041,7154
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,4066,3572,3977,4030
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_7.json,6145,7813,6232,6352
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_0.json,6172,6652,5790,6589
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_7.json,4268,4916,3791,4283
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_1.json,4055,6382,5637,4346
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_1.json,2992,3165,3363,3459
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,5045,4816,4118,3787
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_1.json,4266,4515,3741,5570
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_1.json,3096,3281,3148,3459
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_0.json,8168,7176,7848,8414
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_6.json,2244,3156,2221,3317
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_1.json,5738,7651,5879,7094
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_8.json,6204,5963,5826,6928
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_9.json,2778,2953,2604,2945
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_6.json,6299,6487,7248,7847
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_9.json,3723,3914,3632,3339
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_2.json,6497,6984,6295,6453
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_5.json,7130,5171,5462,5353
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_5.json,4330,4236,4456,4727
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_4.json,7435,6152,5762,7901
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_9.json,4813,7183,5269,6896
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_1.json,8543,8591,7530,6955
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_2.json,5610,4978,5189,6553
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_3.json,3502,4320,3258,4113
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_8.json,1997,2156,1994,1748
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_3.json,2739,3127,3098,3071
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_9.json,5239,6230,5998,4951
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_9.json,3793,5336,4011,5141
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_2.json,7665,7138,6154,6340
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_6.json,5351,8224,4582,5613
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_8.json,3756,4280,3836,4307
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_4.json,5450,6128,4381,4851
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_6.json,4308,3897,4107,4950
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_7.json,4590,4143,3877,4729
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_4.json,6274,6311,5605,6928
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_6.json,2089,1926,2613,2388
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_9.json,4728,5974,4439,5456
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_5.json,6135,7437,5321,6314
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_3.json,7359,8661,6311,7100
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_4.json,4957,4867,4210,4695
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_8.json,5603,6516,6079,6163
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_2.json,3191,2820,3047,3411
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_5.json,4060,3567,3265,3886
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_2.json,6247,4710,5370,5475
