file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_3.json,400,775,1582,771,1587
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_4.json,400,1026,1736,753,1636
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_5.json,400,924,1619,717,1543
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_6.json,400,917,1643,987,1698
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_7.json,400,843,1639,789,1596
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_8.json,400,856,1601,726,1550
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_9.json,400,964,1626,758,1527
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_0.json,500,1475,2194,865,1965
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_1.json,500,1023,2019,1010,1964
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_2.json,500,1035,2013,954,1989
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_3.json,500,1025,1966,885,1900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_4.json,500,966,1976,863,1919
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_5.json,500,1145,2095,858,1977
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_6.json,500,1017,2041,812,1913
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_7.json,500,1228,2096,864,1952
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_8.json,500,1001,2019,894,1959
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_9.json,500,1026,1999,940,1937
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_0.json,600,1189,2412,1090,2366
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,600,1304,2471,1148,2331
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_2.json,600,1377,2535,1125,2420
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_3.json,600,1134,2373,1162,2394
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,600,1289,2442,1066,2333
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_5.json,600,1335,2517,1350,2443
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,600,1437,2478,1031,2320
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_7.json,600,1358,2463,1075,2332
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_8.json,600,1336,2376,1156,2348
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_9.json,600,1312,2417,1240,2390
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_0.json,700,1253,2778,1253,2752
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,700,1385,2838,1365,2835
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,700,1405,2825,1352,2823
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_3.json,700,1410,2868,1317,2819
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,700,1358,2826,1198,2730
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,700,1385,2779,1316,2782
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_6.json,700,1543,2951,1254,2804
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,700,1460,2898,1231,2786
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_8.json,700,1488,2848,1310,2783
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_9.json,700,1456,2905,1254,2832
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,800,1547,3159,1568,3172
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,800,1602,3137,1397,3054
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_2.json,800,1623,3201,1404,3107
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,800,1566,3139,1410,3062
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_4.json,800,1670,3186,1495,3107
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,800,1649,3239,1425,3133
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_6.json,800,1481,3140,1427,3111
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,800,1775,3260,1712,3256
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,800,1439,3136,1334,3048
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,800,1637,3367,1416,3231
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,900,1691,3488,1593,3439
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,900,1714,3619,1616,3548
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,900,1765,3638,1648,3584
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,900,1852,3770,1647,3687
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,900,1923,3706,1624,3563
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,900,1786,3544,1695,3480
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,900,1764,3666,1970,3778
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,900,1656,3569,1551,3496
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,900,1764,3646,1599,3581
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_9.json,900,1764,3624,1567,3539
