file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,600,1250,1746,647,89,89,898,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_2.json,600,1167,1702,636,481,481,1253,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_3.json,600,1178,1701,642,442,442,1287,173,1013
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,600,1127,1601,636,120,120,798,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_5.json,600,1110,1571,623,235,235,993,31,618
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,600,1017,1542,682,187,187,1173,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_7.json,600,1237,1756,640,460,460,1324,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_8.json,600,1117,1653,664,453,453,1336,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_9.json,600,1188,1710,605,333,333,1225,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_0.json,700,1153,1773,764,112,112,936,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,700,1280,1768,730,661,661,1586,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,700,1176,1817,813,47,47,771,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_3.json,700,1168,1756,815,181,181,1150,185,1157
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,700,1245,1705,764,557,557,1413,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,700,1241,1685,848,141,141,1011,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_6.json,700,1235,1680,777,123,123,989,205,1153
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,700,1266,1753,979,588,588,1503,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_8.json,700,1192,1679,738,661,661,1599,140,1060
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_9.json,700,1180,1788,795,394,394,1718,0,700
