file_path,depth,qops,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_9.json,500,5680,861,1307,537,859,234,1014,0,508
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,700,7952,1207,1873,751,1312,327,1383,0,710
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_5.json,400,4544,769,1137,442,720,233,831,0,404
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,800,9088,1270,1841,835,1471,378,1453,0,805
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,800,9088,1408,1942,940,1588,252,1178,0,808
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,900,10224,1434,2186,963,1684,735,2016,0,905
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_8.json,400,4544,652,1013,428,705,427,1060,0,402
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,800,9088,1294,2040,838,1507,84,991,0,807
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,200,2272,368,571,240,548,66,395,0,204
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,900,10224,1483,2318,1006,1591,683,2211,0,915
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,300,3408,551,782,327,523,235,718,0,301
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,900,10224,1383,2232,966,1632,696,2066,0,905
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_8.json,200,2272,329,529,242,453,235,504,0,200
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_3.json,500,5680,825,1290,576,922,288,978,0,502
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,900,10224,1477,2200,990,1587,389,1674,0,910
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_4.json,400,4544,723,1083,429,821,503,1112,0,403
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,800,9088,1333,2014,885,1536,333,1487,0,808
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_6.json,500,5680,816,1299,514,893,368,1100,0,506
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,800,9088,1440,2086,857,1457,661,2130,0,811
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_5.json,500,5680,855,1398,543,941,572,1189,0,503
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,900,10224,1440,2449,977,1654,202,1286,0,910
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_2.json,300,3408,640,833,307,528,241,634,0,304
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_7.json,300,3408,530,742,298,545,176,667,0,303
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_3.json,300,3408,507,768,332,550,210,722,0,304
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,700,7952,1261,1770,769,1301,157,1002,0,709
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,200,2272,354,525,247,468,90,446,38,354
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,700,7952,1140,1704,799,1476,419,1326,0,713
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_8.json,700,7952,1157,1801,827,1377,418,1440,0,705
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,900,10224,1477,2261,992,1681,412,1658,0,914
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_0.json,500,5680,935,1241,599,997,616,1237,0,506
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_4.json,300,3408,496,773,433,731,321,753,0,304
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,600,6816,1003,1426,621,1050,192,1067,0,607
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,800,9088,1286,1955,924,1574,640,1885,0,807
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_1.json,200,2272,408,550,201,363,241,522,0,203
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_9.json,700,7952,1288,1883,828,1449,347,1385,0,712
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_2.json,600,6816,1055,1616,662,1092,360,1274,0,610
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_5.json,100,1136,308,357,101,196,156,305,0,100
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_9.json,300,3408,530,820,343,548,259,704,0,304
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_6.json,400,4544,683,1076,527,949,330,882,0,405
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,100,1136,267,323,109,245,121,319,0,102
