file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,800,1899,2052,1677,2331,618,1483,618,1483
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_6.json,800,1784,2235,1578,1994,983,2003,983,2003
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,800,1910,2337,1899,2266,958,1926,958,1926
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,800,2122,2537,2107,2406,893,1753,893,1753
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,800,1770,2007,2110,2235,250,1677,250,1677
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,900,1945,2502,2111,2651,727,1835,727,1835
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,900,2100,2433,2202,2628,1078,2191,1078,2191
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,900,2009,2316,2226,2320,924,1828,924,1828
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,900,2080,2378,2327,2558,636,1828,636,1828
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,900,2048,2329,2258,2744,340,1550,340,1550
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,900,1886,2190,2295,2588,510,1548,510,1548
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,900,2113,2183,1878,2537,388,1511,388,1511
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,900,2321,2650,1587,2255,486,1650,486,1650
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,900,1774,2372,2280,2596,184,1598,184,1598
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_9.json,900,2163,2612,2384,2845,967,1916,967,1916
