file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,600,1074,1445,748,1351,83,861,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_2.json,600,1231,1668,693,1113,502,1399,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_3.json,600,1066,1673,669,1098,226,920,181,1028
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,600,1185,1659,686,1097,235,1182,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_5.json,600,1135,1588,702,1167,159,900,43,654
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,600,1065,1586,696,1144,591,1414,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_7.json,600,1130,1544,695,1057,595,1484,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_8.json,600,1213,1768,675,1111,272,1223,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_9.json,600,1252,1605,651,1057,421,1430,0,600
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_0.json,700,1286,1758,810,1347,196,1151,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,700,1332,1790,804,1328,253,1297,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,700,1234,1685,784,1311,724,1837,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_3.json,700,1285,1810,903,1460,166,1017,191,1175
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,700,1330,1925,827,1312,559,1673,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,700,1266,1812,851,1284,548,1452,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_6.json,700,1245,1802,822,1342,67,847,220,1156
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,700,1329,1872,910,1368,427,1312,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_8.json,700,1270,1817,770,1226,314,1254,148,1090
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_9.json,700,1349,1662,805,1245,668,1654,0,700
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,800,1461,2084,1083,1839,419,1589,219,1410
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,800,1406,2044,983,1601,502,1552,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_2.json,800,1437,1920,896,1485,169,1185,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,800,1414,1916,941,1468,465,1728,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_4.json,800,1486,2235,976,1633,580,1765,176,1405
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,800,1450,1942,960,1536,263,1436,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_6.json,800,1469,1955,1009,1627,469,1564,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,800,1516,1864,981,1502,190,1179,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,800,1455,2124,922,1604,713,1827,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,800,1445,2074,920,1440,325,1402,145,1283
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,900,1523,2073,1116,1848,280,1464,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,900,1603,2531,1003,1664,416,1763,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,900,1602,2341,1189,1912,151,1157,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,900,1602,2453,1006,1645,462,1754,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,900,1669,2086,1109,1738,313,1517,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,900,1636,2317,1082,1672,427,1730,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,900,1557,2209,1091,1671,103,1086,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,900,1700,2163,1106,1798,281,1772,258,1670
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,900,1655,2396,1138,1862,613,1871,277,1494
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_9.json,900,1708,2314,1043,1627,346,1547,0,900
