file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_0.json,100,351,368,153,216
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_1.json,100,207,247,105,150
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_2.json,100,206,318,122,228
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_3.json,100,322,378,132,231
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_4.json,100,279,317,133,236
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_5.json,100,201,271,105,182
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_6.json,100,257,290,104,210
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_7.json,100,426,451,113,199
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,100,206,312,126,234
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_9.json,100,256,318,134,250
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,200,354,551,252,472
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_1.json,200,400,529,243,431
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_2.json,200,383,598,203,406
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_3.json,200,357,503,236,416
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_4.json,200,480,612,193,314
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,200,360,536,246,513
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_6.json,200,381,559,212,343
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_7.json,200,446,581,261,404
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_8.json,200,399,559,245,449
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_9.json,200,368,563,198,335
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_0.json,300,513,771,300,516
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,300,564,821,361,548
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_2.json,300,633,879,323,506
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_3.json,300,516,772,351,561
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_4.json,300,501,699,389,692
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_5.json,300,515,762,341,540
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_6.json,300,519,718,339,560
