file_path,closure,dag_mode
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,741,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,731,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,704,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,992,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,958,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,983,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,1778,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,1676,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,1995,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,597,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,605,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,584,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,838,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,859,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,905,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,1415,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,1471,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,1491,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,675,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,733,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,654,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,429,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,439,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,408,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,934,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,954,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,926,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,1373,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,1439,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,1338,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,452,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,507,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,442,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,1201,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,1205,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,1173,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,2119,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,2416,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,2089,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,1243,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,1276,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,1176,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,658,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,590,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,643,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,584,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,596,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,579,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,1375,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,1506,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,1423,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,2432,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,2674,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,2498,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,874,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,911,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,856,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,1058,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,1034,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,1082,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,923,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,963,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,887,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,1097,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,1459,default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,1099,no-rar
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,2094,hybrid
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,2084,default
