file_path,closure,dag_mode
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_9.json,4350,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_7.json,7959,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_7.json,8770,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_7.json,8502,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_0.json,9826,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_0.json,9815,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_0.json,10131,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_0.json,4027,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_0.json,4029,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_0.json,4012,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_5.json,1786,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_5.json,1764,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_5.json,1943,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_5.json,3342,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_5.json,3336,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_5.json,3259,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_1.json,7458,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_1.json,7048,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_1.json,7354,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_1.json,4869,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_1.json,5278,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_1.json,5275,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_2.json,10277,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_2.json,10090,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_2.json,9634,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_0.json,5081,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_0.json,4969,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_0.json,5479,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_4.json,8453,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_4.json,8766,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_4.json,8467,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_5.json,5438,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_5.json,5251,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_5.json,5085,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_8.json,1965,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_8.json,2205,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_8.json,1999,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_4.json,3002,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_4.json,3074,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_4.json,3199,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_0.json,1078,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_0.json,1087,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_0.json,1104,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_2.json,2151,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_2.json,2226,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_2.json,2215,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_8.json,4099,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_8.json,4259,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_8.json,4153,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_2.json,6372,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_2.json,6326,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_2.json,6090,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_2.json,3197,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_2.json,3323,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_2.json,3032,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_7.json,9693,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_7.json,10117,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_7.json,9944,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_5.json,4093,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_5.json,4078,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_5.json,3907,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_4.json,4069,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_4.json,4281,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_4.json,4045,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_1.json,900,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_1.json,949,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_1.json,972,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_7.json,2904,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_7.json,2914,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_7.json,3128,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_2.json,8576,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_2.json,8825,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_2.json,8580,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_3.json,7261,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_3.json,7561,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_3.json,7028,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_0.json,8307,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_0.json,8299,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_0.json,7932,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_5.json,897,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_5.json,931,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_5.json,933,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_8.json,9538,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_8.json,9482,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_8.json,9321,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_5.json,6168,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_5.json,7065,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_5.json,6424,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_4.json,5615,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_4.json,5467,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_4.json,5385,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_5.json,7428,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_5.json,7256,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_5.json,7415,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_2.json,5593,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_2.json,5324,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_2.json,5335,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_8.json,1069,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_8.json,1080,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_8.json,1024,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_0.json,5944,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_0.json,6266,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_0.json,5961,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_2.json,4098,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_2.json,4350,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_2.json,3754,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_3.json,5308,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_3.json,5396,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_3.json,5268,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_6.json,9900,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_6.json,10569,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_6.json,10905,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_6.json,6108,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_6.json,5688,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_6.json,5417,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_0.json,3140,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_0.json,3029,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_0.json,2936,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_1.json,2092,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_1.json,2243,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_1.json,2012,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_9.json,7256,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_9.json,7825,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_9.json,6848,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_7.json,5096,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_7.json,5562,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_7.json,5240,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_8.json,5156,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_8.json,5650,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_8.json,5623,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_3.json,1059,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_3.json,1123,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_3.json,1128,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_1.json,8391,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_1.json,8840,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_1.json,8831,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_5.json,8558,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_5.json,9045,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_5.json,8290,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_9.json,1046,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_9.json,1024,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_9.json,946,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_8.json,6177,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_8.json,6499,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_8.json,6609,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_4.json,1072,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_4.json,1090,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_4.json,1065,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_4.json,6417,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_4.json,6754,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_4.json,6508,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_3.json,4026,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_3.json,4163,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_3.json,3952,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_3.json,2922,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_3.json,3086,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_3.json,3067,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_2.json,7056,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_2.json,7321,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_2.json,7150,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_8.json,9068,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_8.json,8602,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_8.json,8480,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_9.json,8302,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_9.json,8751,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_9.json,8793,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_3.json,1969,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_3.json,2038,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_3.json,1896,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_9.json,5011,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_9.json,5174,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_9.json,4884,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_6.json,4022,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_6.json,4417,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_6.json,3672,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_7.json,4464,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_7.json,4339,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_7.json,4370,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_6.json,8587,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_6.json,9139,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_6.json,8277,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_9.json,9434,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_9.json,10644,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_9.json,9741,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_0.json,7099,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_0.json,7108,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_0.json,7151,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_3.json,6656,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_3.json,6750,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_3.json,6121,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_3.json,9460,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_3.json,9314,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_3.json,9364,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_1.json,6372,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_1.json,6127,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_1.json,6457,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_5.json,10091,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_5.json,9833,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_5.json,9310,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_6.json,3176,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_6.json,3011,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_6.json,3026,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_2.json,1234,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_2.json,1130,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_2.json,1169,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_7.json,1023,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_7.json,1044,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_7.json,983,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_1.json,3897,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_1.json,4139,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_1.json,3586,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_3.json,8553,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_3.json,8691,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_3.json,9083,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_4.json,9537,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_4.json,10295,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_4.json,9780,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_9.json,6185,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_9.json,6397,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_9.json,6157,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_1.json,10124,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_1.json,10689,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_1.json,9592,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_7.json,2119,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_7.json,1852,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_7.json,2175,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_1.json,3169,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_1.json,3087,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_1.json,3254,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_9.json,3105,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_9.json,3079,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_300CYC_QSE_9.json,3298,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_8.json,7603,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_8.json,7326,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_8.json,7472,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_6.json,954,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_6.json,1030,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_6.json,1017,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_6.json,2031,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_6.json,1973,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_6.json,1886,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_6.json,5918,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_6.json,6465,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_6.json,6276,no-rar
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_4.json,2118,hybrid
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_4.json,2445,default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_4.json,1997,no-rar
