file_path,depth,qops,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_5.json,400,15053,3022,2055,886,839,1359,1542,273,805
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,900,33868,5715,4318,2436,2956,2943,3517,793,1771
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,500,18816,4444,2935,1341,1589,1868,2403,500,1277
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_2.json,700,26342,6186,3742,1192,2025,2549,3234,604,1502
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,200,7527,1853,989,428,555,1020,875,304,521
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_4.json,800,30105,5670,3888,1706,2393,3043,3814,372,1444
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_7.json,400,15053,3865,2343,1505,1674,1646,1818,441,1005
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,600,22579,4639,2973,1320,1645,2032,2663,474,1350
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_8.json,400,15053,3959,2324,829,1211,1825,1928,228,834
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_3.json,900,33868,6523,4674,2068,2932,2927,3749,122,1787
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_9.json,600,22579,5125,3002,1019,1500,2378,2769,360,1491
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_5.json,800,30105,4475,3604,1806,2224,2519,3015,918,2027
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_5.json,500,18816,3850,2423,1030,1266,1623,1882,463,1098
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_1.json,300,11290,2241,1512,755,772,1379,1419,388,817
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,500,18816,3682,2422,1051,1433,2152,2226,275,1046
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_9.json,700,26342,3878,3026,528,1409,2117,2568,534,1557
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,300,11290,2157,1480,938,797,1521,1571,288,574
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,400,15053,3010,1853,1109,1170,1601,1807,470,949
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,700,26342,5408,3855,942,1871,2609,3231,313,1552
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_6.json,300,11290,2386,1402,759,825,1388,1341,299,771
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_3.json,300,11290,2360,1422,683,844,1306,1298,410,800
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,400,15053,3496,2192,875,922,1761,1914,299,944
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,500,18816,4692,3021,415,1063,1837,2232,547,1368
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_2.json,600,22579,4620,2766,1413,1738,2296,2732,613,1339
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_8.json,900,33868,7376,4728,2346,3146,2757,4142,822,2130
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,700,26342,4592,3396,1113,2144,2627,2923,573,1483
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,600,22579,3719,2670,893,1445,2308,2981,480,1215
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_4.json,500,18816,4310,2830,999,1436,1657,2031,393,1058
