file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_6.json,200,2040,1033,700,672
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,200,2343,1119,428,543
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_8.json,200,1873,1051,808,736
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,200,2007,1099,844,578
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,300,2854,1659,636,674
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_1.json,300,3438,1698,790,728
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_2.json,300,3320,1835,1121,957
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_3.json,300,2335,1342,737,848
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,300,2725,1508,1279,1101
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,300,2806,1603,1050,1057
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_6.json,300,2396,1407,810,919
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,300,2716,1480,727,726
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,300,2355,1405,946,837
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_9.json,300,2473,1473,230,608
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_0.json,400,3881,2150,1055,1078
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_1.json,400,3271,1980,882,849
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_2.json,400,3525,1953,1300,1423
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_3.json,400,3376,1981,556,864
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,400,2986,2053,1435,1344
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_5.json,400,3436,1979,980,836
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,400,4071,2189,880,966
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_7.json,400,4142,2354,1579,1370
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_8.json,400,3279,1882,940,1193
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_9.json,400,3314,1971,1638,1526
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,500,3819,2493,1400,1553
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,500,3495,2430,431,1032
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,500,3141,2126,1161,1494
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,500,3663,2348,1463,1691
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_4.json,500,4368,2758,1027,1510
