file_path,dept,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_5.json,400,3436,1979,980,836,1539,1483,290,757
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,400,4071,2189,880,966,1462,1593,351,979
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_7.json,400,4142,2354,1579,1370,1807,1994,492,1052
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_8.json,400,3279,1882,940,1193,1560,1665,256,845
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_9.json,400,3314,1971,1638,1526,1635,1831,452,853
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,500,3819,2493,1400,1553,2074,2443,82,993
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,500,3495,2430,431,1032,2127,2182,526,1100
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,500,3141,2126,1161,1494,1749,1967,315,971
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,500,3663,2348,1463,1691,2282,2339,510,1182
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_4.json,500,4368,2758,1027,1510,1734,1949,367,1250
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_5.json,500,4061,2728,1124,1228,1581,1952,480,1133
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_6.json,500,3769,2358,1042,1632,1937,2386,380,984
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_7.json,500,3238,2106,1465,1583,1564,1910,233,890
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,500,4508,2743,580,1249,1631,2179,480,1227
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_9.json,500,4075,2515,1494,1475,2279,2118,366,1035
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_0.json,600,4829,2887,1546,1753,2266,2689,414,1668
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_1.json,600,4071,2619,1089,1727,2633,2766,379,1316
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_2.json,600,5505,3368,1424,1674,2349,2805,662,1418
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_3.json,600,4493,2944,1279,2028,2092,2365,382,1354
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_4.json,600,4149,2749,935,1371,1628,1856,312,1231
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,600,4988,3284,582,1266,2698,3036,426,1376
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_6.json,600,5222,3135,1789,1701,1709,2277,415,1265
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,600,4821,2921,1441,1654,2556,2361,512,1274
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,600,4379,2770,927,1429,2187,2793,488,1216
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_9.json,600,4550,2875,1068,1567,2910,3016,450,1456
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,700,4993,3055,2138,2299,2468,2833,638,1592
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_1.json,700,4734,3191,358,1177,2181,2869,198,1173
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_2.json,700,5305,3466,840,1658,2882,3433,569,1492
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,700,6154,3821,938,1705,2535,2973,256,1662
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_4.json,700,5741,3724,973,1557,2676,3081,525,1215
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_5.json,700,5101,3441,1302,1943,2755,3353,164,1171
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,700,5443,3625,1127,2117,2823,3317,604,1606
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,700,5596,3442,2015,2157,2361,2778,188,1274
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_8.json,700,5633,3619,1381,2068,2974,3133,471,1388
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_9.json,700,5137,3432,490,1409,1907,2384,561,1581
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_0.json,800,5192,3464,2049,1986,2841,3442,1135,2100
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_1.json,800,7222,4469,1803,2444,2829,4001,431,1749
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_2.json,800,6799,4386,2001,2490,3231,3793,656,1932
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,800,4814,3714,1804,2552,2677,3182,600,1500
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_4.json,800,5831,3810,1617,2347,2877,3445,405,1391
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_5.json,800,4932,3731,1858,2189,2830,3329,768,2035
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_6.json,800,7108,4102,2590,2518,3279,3722,483,1843
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_7.json,800,5537,3482,1584,2005,2888,3081,883,1940
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_8.json,800,5937,3957,1998,2323,3053,3350,428,1609
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_9.json,800,5662,3779,2007,2413,2455,3316,661,1523
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_0.json,900,7740,4907,1838,2426,2265,3145,172,1794
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_1.json,900,6848,4524,2152,2441,2937,3892,461,2005
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_2.json,900,6619,4141,2494,3267,3516,4151,441,1786
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_3.json,900,6606,4565,1889,2853,2769,3692,140,1796
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_4.json,900,6545,4466,1578,2334,2482,3188,379,1734
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,900,7334,5003,2793,3113,2846,3568,808,1671
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_6.json,900,7711,4828,1684,2607,2210,2846,283,1628
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,900,7013,4555,675,1780,3008,3832,752,2424
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_8.json,900,5929,4383,3599,3490,3072,3647,1054,2303
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,900,6977,4587,497,1821,3339,3916,764,2004
