cycle,index,Qlosure,qmap,sabre,pytket,cirq
100,0,3.492858648300171,4.019333124160767,0.21515798568725586,5.46294379234314,2.180508613586426
100,1,3.737920045852661,3.8306567668914795,0.20586252212524414,5.914222240447998,2.318653106689453
100,2,3.519721508026123,3.759830951690674,0.2086169719696045,5.853516340255737,2.461404323577881
100,3,3.3563520908355713,3.7300100326538086,0.2070920467376709,5.87428092956543,2.4498088359832764
100,4,3.879833459854126,3.769360065460205,0.20543527603149414,5.130214214324951,2.3973944187164307
100,5,3.552140235900879,3.9205820560455322,0.20716643333435059,5.814680099487305,2.220128297805786
100,6,2.9366352558135986,3.734074831008911,0.20996594429016113,5.2603700160980225,2.345127820968628
100,7,3.387042760848999,3.910867214202881,0.20725297927856445,6.050417900085449,2.3630852699279785
100,8,3.923456907272339,3.8726892471313477,0.20788049697875977,5.446755409240723,2.562516689300537
100,9,3.601802110671997,3.447068214416504,0.19959521293640137,4.754404067993164,2.0159237384796143
200,0,5.460626602172852,7.061341285705566,0.40210890769958496,10.000383853912354,3.770979166030884
200,1,4.904296636581421,18.30734133720398,0.3966066837310791,9.897092580795288,4.78420090675354
200,2,4.11705470085144,7.218459367752075,0.3918776512145996,9.914361000061035,3.9114856719970703
200,3,5.70462965965271,8.42711877822876,0.3974745273590088,11.028419256210327,3.9862849712371826
200,4,4.603857040405273,6.878933429718018,0.3906385898590088,9.04030728340149,4.063503980636597
200,5,4.912414789199829,7.094056844711304,0.4004061222076416,11.250715494155884,4.204932928085327
200,6,4.298074007034302,6.44362473487854,0.40009593963623047,9.458105564117432,3.8526268005371094
200,7,5.0992395877838135,7.033135175704956,0.3920936584472656,10.695679426193237,3.9896178245544434
200,8,6.120322942733765,7.658357381820679,0.4054830074310303,10.921632289886475,4.482865810394287
200,9,4.405078887939453,7.01889181137085,0.3952493667602539,8.893917560577393,4.23655104637146
300,0,6.427545070648193,10.270267963409424,1.196725606918335,13.962977886199951,5.551533222198486
300,1,6.544932126998901,10.111470460891724,0.580636739730835,18.257341623306274,4.993651866912842
300,2,5.423395395278931,10.738728761672974,0.5800600051879883,14.766494750976562,6.15179705619812
300,3,6.37091326713562,9.673930883407593,1.2130253314971924,15.693034410476685,6.100868225097656
300,4,6.903817176818848,9.705631017684937,0.5802886486053467,13.609177589416504,5.739481449127197
300,5,6.043203115463257,11.806365728378296,0.5810439586639404,13.7725510597229,5.988932847976685
300,7,5.964063882827759,10.977258443832397,0.6575949192047119,14.924984216690063,5.943530797958374
300,8,5.88288688659668,11.395535945892334,1.3148205280303955,14.21329665184021,5.791372537612915
300,9,6.115519046783447,10.475681066513062,0.6135461330413818,13.839503526687622,6.094754695892334
400,0,7.601486444473267,13.73442530632019,0.7777972221374512,18.509827136993408,8.07302737236023
400,1,7.877780199050903,13.798077583312988,0.782947301864624,18.714746952056885,7.183848142623901
400,2,8.014681100845337,13.277361392974854,0.7815146446228027,20.032037496566772,7.794554233551025
400,3,6.917464733123779,12.272789716720581,0.7874362468719482,19.007977724075317,7.877869367599487
400,4,7.29777717590332,13.27962851524353,0.774528980255127,19.70085835456848,7.303602933883667
400,5,7.834400653839111,13.309890747070312,0.7929747104644775,18.500671863555908,7.922411203384399
400,6,7.425732851028442,13.125568151473999,0.778132438659668,17.23979091644287,7.808651447296143
400,7,6.291592836380005,13.787158012390137,0.795828104019165,21.939071655273438,7.779454946517944
400,8,7.242924690246582,12.550372838973999,0.7909350395202637,20.97169017791748,6.539029836654663
500,0,7.967465877532959,16.59244656562805,0.9778382778167725,25.316365957260132,9.317643165588379
500,1,8.003305912017822,15.66769003868103,0.979546070098877,22.203604459762573,9.817471981048584
500,2,7.48291015625,15.564281940460205,0.9516570568084717,20.813859939575195,9.356587886810303
500,3,9.319693565368652,16.053585052490234,0.9754018783569336,23.607668161392212,9.138106107711792
500,4,7.210718393325806,15.801471471786499,0.9611132144927979,22.539315462112427,10.618140459060669
500,5,8.82293438911438,16.023820161819458,0.961181640625,23.853842735290527,10.26158356666565
500,6,9.987576007843018,16.21846318244934,0.9553940296173096,26.513607025146484,10.652190446853638
500,7,9.778675556182861,17.74665856361389,0.9748761653900146,24.037832975387573,9.148096561431885
500,8,7.765214204788208,16.22261881828308,1.8638134002685547,22.223128080368042,8.680739641189575
500,9,8.225658416748047,16.285634756088257,0.9773950576782227,22.811031103134155,8.690023183822632
600,0,7.276457071304321,20.211378812789917,1.1675004959106445,27.460773706436157,11.201695680618286
600,1,8.571188926696777,19.825338125228882,1.1510801315307617,24.885315656661987,10.902397632598877
600,2,9.878668308258057,18.179666757583618,1.1615025997161865,30.402841091156006,11.064958572387695
600,3,8.641681432723999,18.763810396194458,1.1530771255493164,26.639087915420532,11.062792539596558
600,4,8.085893869400024,19.233307361602783,2.2053885459899902,28.412718296051025,11.342342615127563
600,5,9.075316905975342,19.99474334716797,1.1479060649871826,26.902263164520264,10.532972812652588
600,6,8.704969882965088,19.3659348487854,1.145381212234497,29.833789110183716,11.18030047416687
600,7,10.631107807159424,18.64101004600525,1.1666817665100098,26.39079260826111,11.229981899261475
600,8,9.320696830749512,19.39443016052246,1.1537671089172363,29.03444194793701,11.798689365386963
600,9,7.806854486465454,18.380290031433105,2.1627471446990967,23.928698539733887,10.248918056488037
700,0,10.060895681381226,23.20036745071411,1.3334805965423584,35.08270502090454,11.481921195983887
700,1,10.98438811302185,22.653269290924072,1.3306033611297607,33.35672307014465,11.919216394424438
700,2,8.145549297332764,22.146689891815186,2.516153335571289,29.463048219680786,12.205704689025879
700,3,9.934202909469604,20.66080951690674,1.3102784156799316,29.148701667785645,12.82231092453003
700,4,13.142827033996582,21.569278717041016,1.3288912773132324,31.147042274475098,11.704392671585083
700,5,7.940979242324829,21.358696937561035,2.5337939262390137,30.73926305770874,11.998595476150513
700,6,10.282376050949097,21.769601821899414,1.3261125087738037,35.338403940200806,10.634887218475342
700,7,10.43393850326538,20.91854739189148,1.3334605693817139,35.0425078868866,10.512316226959229
700,8,8.220155715942383,21.021068334579468,1.3619439601898193,34.68791317939758,12.703319072723389
800,0,10.396687269210815,24.1885986328125,1.5113420486450195,39.318851709365845,13.1541268825531
