file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_5.json,800,20114,5714,18983,5153
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_6.json,800,18804,5285,19444,5379
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_7.json,800,19057,5188,20271,5688
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_8.json,800,18058,5167,18172,4935
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_9.json,800,20931,5997,17476,4801
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_0.json,900,23427,6613,22157,6154
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_1.json,900,22265,6464,22769,6415
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_2.json,900,23081,6541,22375,6398
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_3.json,900,21872,6084,22595,6313
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_4.json,900,21940,6094,19914,5474
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_5.json,900,22122,6111,21287,5916
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_6.json,900,22485,6238,21827,6169
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_7.json,900,23690,6851,22759,6451
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_8.json,900,21568,6004,23300,6729
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_9.json,900,21471,5947,21033,5930
