file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_7.json,400,7149,3452,7952,3599
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_8.json,400,5943,3237,8766,3823
benchmarks/polyhedral/queko-bss-54qbt/54QBT_400CYC_QSE_9.json,400,6545,3367,9634,3992
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_0.json,500,8521,4196,9250,4448
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_1.json,500,7976,4136,9277,4362
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_2.json,500,8636,4283,8212,4331
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_3.json,500,8873,4298,10142,4549
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_4.json,500,9029,4286,9561,4387
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_5.json,500,8734,4275,11235,4730
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_6.json,500,9108,4213,8860,4217
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_7.json,500,8387,4272,10109,4678
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_8.json,500,8046,4096,10145,4619
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_9.json,500,7868,4111,11680,4971
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_0.json,600,9427,4906,15764,6335
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_1.json,600,9020,4904,12622,5584
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_2.json,600,10018,4935,11945,5343
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_3.json,600,10676,5180,14278,6013
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_4.json,600,10592,5087,11284,5287
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_5.json,600,9653,4766,13488,5475
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_6.json,600,9558,4935,10285,5047
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_7.json,600,10117,5057,11720,5445
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_8.json,600,10330,5051,11460,5452
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_9.json,600,9390,4901,11663,5315
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_0.json,700,10734,5708,11511,5833
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_1.json,700,11250,5793,11609,5666
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_2.json,700,11226,5847,11096,5867
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_3.json,700,10462,5609,12417,5973
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_4.json,700,10176,5676,13276,6258
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_5.json,700,11032,5851,13860,6464
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_6.json,700,9524,5576,13874,6418
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_7.json,700,9208,5425,14298,6384
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_8.json,700,10491,5580,14720,6401
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_9.json,700,10776,5741,16803,6971
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_0.json,800,11901,6442,16292,7193
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_1.json,800,11831,6498,13587,6782
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_2.json,800,13664,6806,13941,6983
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_3.json,800,12856,6608,15879,7208
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_4.json,800,12743,6558,13524,6807
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_5.json,800,15544,7100,15944,7331
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_6.json,800,12983,6640,14878,6960
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_7.json,800,12681,6645,13834,6950
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_8.json,800,13611,6727,15857,7196
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_9.json,800,13184,6722,14008,6923
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_0.json,900,13797,7451,16547,7952
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_1.json,900,14315,7389,16782,7831
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_2.json,900,15680,7514,25997,9558
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_3.json,900,13937,7337,14625,7527
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_4.json,900,13816,7293,15093,7647
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_5.json,900,13739,7299,17554,7925
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_6.json,900,12007,6947,22670,9130
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_7.json,900,14491,7329,17228,7929
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_8.json,900,14443,7490,17440,8059
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_9.json,900,14911,7536,19242,8407
