file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_0.json,100,1759,967,1921,983
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_1.json,100,2487,1223,1982,1077
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_2.json,100,2255,1114,2081,1166
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_3.json,100,2434,1235,2099,1043
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_4.json,100,1938,1018,2159,1114
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_5.json,100,2280,1175,2139,1036
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_6.json,100,1889,939,1597,951
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_7.json,100,2592,1290,1498,783
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_8.json,100,2098,1083,1885,1017
benchmarks/polyhedral/queko-bss-54qbt/54QBT_100CYC_QSE_9.json,100,1819,1003,1839,940
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_0.json,200,3762,2129,3339,1774
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_1.json,200,3347,1935,3856,2074
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_2.json,200,3757,2065,4043,2203
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_3.json,200,4187,2096,3796,1966
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_4.json,200,3102,1790,3148,1912
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_5.json,200,4243,2121,4139,2119
benchmarks/polyhedral/queko-bss-54qbt/54QBT_200CYC_QSE_6.json,200,3407,1940,3696,2101
