cycle,index,Qlosure,qmap,sabre,pytket,cirq
100,0,2.4195258617401123,3.1618287563323975,0.1906113624572754,3.548004627227783,1.8293719291687012
100,1,2.3738012313842773,3.224966287612915,0.19027018547058105,3.485398530960083,1.7935326099395752
100,2,2.4913055896759033,3.0695641040802,0.19140338897705078,3.7528076171875,2.1451644897460938
100,3,3.0430214405059814,2.878602981567383,0.4292643070220947,3.8735156059265137,1.8719110488891602
100,4,2.8283369541168213,3.2798588275909424,0.1891918182373047,3.758502721786499,1.9286549091339111
100,5,2.3905491828918457,2.930837392807007,0.1990962028503418,3.8323631286621094,1.8760347366333008
100,6,2.931840181350708,3.032426118850708,0.1896505355834961,3.3143937587738037,1.827512502670288
100,7,2.467362880706787,3.2123889923095703,0.18575191497802734,3.941277027130127,1.7414486408233643
100,8,2.6048367023468018,3.0548808574676514,0.18912601470947266,4.01824688911438,1.9067916870117188
100,9,1.9949119091033936,3.1012320518493652,0.18423938751220703,2.900179386138916,1.7160861492156982
200,0,3.4073920249938965,6.37082839012146,0.37246155738830566,6.768378973007202,3.9411561489105225
200,1,2.8100109100341797,5.853616952896118,0.369185209274292,6.841192722320557,3.170485496520996
200,2,4.02530574798584,5.9012370109558105,0.3712344169616699,7.65614652633667,3.1455047130584717
200,3,3.821367025375366,5.752091884613037,0.3752260208129883,7.597358465194702,3.2333030700683594
200,4,3.204220771789551,5.875840187072754,0.3674581050872803,8.131723403930664,2.9332048892974854
200,5,3.6146328449249268,5.901021718978882,0.36263465881347656,6.78782844543457,3.6692261695861816
200,6,3.5819878578186035,5.79268479347229,0.3685135841369629,6.833424806594849,3.126262903213501
200,7,3.443121910095215,6.09997296333313,0.3659048080444336,7.207094192504883,2.9799582958221436
200,8,3.398439407348633,5.994651794433594,0.368999719619751,6.816152095794678,3.554964542388916
200,9,3.4913992881774902,6.265149831771851,0.36888599395751953,6.461502313613892,3.1318230628967285
300,0,3.1668179035186768,8.416592597961426,0.5378005504608154,9.87535810470581,4.542869329452515
300,1,4.014557361602783,8.3875253200531,1.0885703563690186,9.689455270767212,4.0439629554748535
300,2,4.386352777481079,8.018418550491333,0.5383670330047607,9.657814741134644,5.216745615005493
300,3,4.20830225944519,8.51735258102417,1.1065993309020996,9.545539855957031,4.348623275756836
300,4,4.6330485343933105,8.048643112182617,0.5441405773162842,9.020570755004883,4.676877737045288
300,5,4.376467704772949,8.131896018981934,0.5466940402984619,9.355085849761963,5.182471036911011
300,6,4.711901903152466,9.085644245147705,0.5421040058135986,9.561998844146729,4.6359031200408936
300,7,3.4296631813049316,8.95781922340393,0.5403382778167725,8.389502048492432,4.936797142028809
300,8,4.709530830383301,8.259191989898682,0.5435409545898438,10.016553401947021,4.320695638656616
300,9,3.7414329051971436,8.84824800491333,0.5439980030059814,9.582776546478271,4.1390204429626465
400,0,5.166220664978027,10.323214769363403,0.7306652069091797,13.187872886657715,5.566386461257935
400,1,4.473261833190918,11.53580355644226,0.721461296081543,11.975743532180786,5.85471510887146
400,2,5.541669845581055,11.80495834350586,0.7468280792236328,11.083062887191772,6.393842935562134
400,3,5.553492784500122,11.681732654571533,0.7215917110443115,12.1789231300354,5.3089447021484375
400,4,5.196077108383179,11.061038494110107,1.442620038986206,12.740635395050049,5.428563594818115
400,5,4.941191673278809,11.160084247589111,0.7360432147979736,12.077475547790527,6.317958116531372
400,6,4.440704107284546,11.340347290039062,0.734478235244751,10.930533409118652,5.995882034301758
400,7,4.4406578540802,11.450875043869019,0.7419023513793945,13.610000133514404,6.598475694656372
400,8,5.25595760345459,11.85820198059082,0.7426853179931641,12.584955930709839,6.6371331214904785
400,9,5.218495607376099,10.939700365066528,1.447206735610962,12.433697938919067,5.25623893737793
500,0,5.469263076782227,13.342630624771118,1.6503539085388184,14.304658651351929,6.946485280990601
500,1,4.41888689994812,13.26289701461792,0.8658251762390137,13.620965480804443,8.620457410812378
500,2,4.759068250656128,13.077663660049438,1.6735787391662598,13.795003890991211,6.685431003570557
500,3,5.493818759918213,14.300404787063599,0.8832149505615234,15.730319261550903,7.308512926101685
500,4,6.5482237339019775,13.688816785812378,0.886192798614502,14.609512567520142,6.107546329498291
500,5,4.9119579792022705,12.127497434616089,0.8937051296234131,17.466898441314697,7.300971508026123
500,6,4.241274118423462,13.571589946746826,1.7154371738433838,13.486028909683228,7.097549915313721
500,7,5.210270404815674,14.274665832519531,0.8829796314239502,15.061416625976562,7.509555816650391
500,8,6.2106006145477295,13.20256233215332,0.902545690536499,15.933655738830566,7.007519721984863
500,9,4.52465033531189,13.415631532669067,1.706594467163086,15.721919059753418,6.8953447341918945
600,0,6.063184976577759,15.474600315093994,1.0895214080810547,20.58882427215576,8.823908805847168
600,1,6.482970476150513,16.164841413497925,1.077481746673584,18.835912466049194,8.293708801269531
600,2,6.924182176589966,16.079365968704224,1.0901923179626465,19.513187170028687,8.023690223693848
600,3,5.74021577835083,15.582561731338501,1.099604845046997,18.682226181030273,7.489668846130371
600,4,5.078400373458862,15.685450077056885,1.0879347324371338,16.840644598007202,8.279452085494995
600,5,5.199359893798828,16.41706681251526,1.0715408325195312,16.667559146881104,8.196364641189575
600,6,5.499667644500732,17.35692572593689,2.062445878982544,18.47642183303833,8.815339088439941
600,7,4.889948129653931,16.646061658859253,1.0926945209503174,19.19178533554077,7.468370199203491
600,8,5.267425537109375,16.58252239227295,2.0446949005126953,17.202244997024536,8.047515392303467
600,9,6.565009117126465,15.692273139953613,2.01650333404541,15.588474035263062,9.590423107147217
700,0,4.403181552886963,15.79114818572998,1.0635063648223877,16.37006640434265,7.57217264175415
