file_path,closure_swaps,closure_depth,initial_mapping_method
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_0.json,9376,2738,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_0.json,9647,2657,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_7.json,4482,1329,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_7.json,4498,1206,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_5.json,13899,4200,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_5.json,13822,4164,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_3.json,19389,5702,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_3.json,19318,5864,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_0.json,12242,3571,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_0.json,12165,3667,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_2.json,2383,708,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_2.json,2290,645,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,2403,616,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,3184,889,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_4.json,14264,4182,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_4.json,13963,4102,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_8.json,21330,6779,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_8.json,20822,6547,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_6.json,16389,4924,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_6.json,16209,4952,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_3.json,6983,2016,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_3.json,7443,2002,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_0.json,22206,6439,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_0.json,21862,6544,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_5.json,2433,620,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_5.json,2315,601,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_4.json,19760,5909,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_4.json,19082,5701,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_0.json,14394,4486,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_0.json,14413,4136,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,4661,1330,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,4653,1344,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_7.json,11858,3497,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_7.json,11853,3472,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_2.json,17103,5294,SABRE_INIT
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_2.json,16565,5020,CLOSURE_INIT
