file_path,closure_swaps,closure_depth,initial_mapping_method
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_8.json,1174,1223,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_8.json,1185,1291,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_3.json,2867,2720,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_3.json,2838,2756,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_3.json,294,372,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_3.json,375,387,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_2.json,2496,2536,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_2.json,2345,2434,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_500CYC_QSE_8.json,2064,2006,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_500CYC_QSE_8.json,2067,1961,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_900CYC_QSE_6.json,3378,3385,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_900CYC_QSE_6.json,3407,3363,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_800CYC_QSE_0.json,3226,3186,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_800CYC_QSE_0.json,3379,3509,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_7.json,2555,2662,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_7.json,2760,2927,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_5.json,2603,2608,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_5.json,2522,2864,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_4.json,2563,2408,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_600CYC_QSE_4.json,2565,2406,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_2.json,775,801,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_2.json,776,832,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_6.json,2732,2672,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_6.json,2506,2624,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_9.json,2722,2734,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_9.json,2825,2976,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_5.json,1099,1142,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_5.json,1182,1135,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_8.json,393,374,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_8.json,408,441,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_1.json,913,776,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_1.json,667,719,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_5.json,651,671,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_5.json,665,686,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_2.json,2773,2707,SABRE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_700CYC_QSE_2.json,2743,3020,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_7.json,720,703,SABRE_INIT
