file_path,closure_swaps,closure_depth,initial_mapping_method
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_6.json,348,566,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_6.json,450,647,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_7.json,264,406,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_7.json,307,490,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_2.json,545,925,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_2.json,751,1265,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_9.json,568,902,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_9.json,599,892,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,128,267,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,107,233,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,238,501,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,339,567,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,660,1097,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,783,1414,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,1004,1668,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,1036,1775,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,1038,1603,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,1315,2092,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_2.json,416,741,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_2.json,533,1112,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,638,1074,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,988,1426,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,292,470,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,302,475,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,1085,1764,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,1324,2709,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_7.json,470,723,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_7.json,452,704,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,794,1355,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,1118,1837,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,875,1512,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,1049,2111,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,905,1584,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,1252,2112,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,639,1070,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,794,1330,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,366,542,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,479,651,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,824,1414,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,785,1256,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_6.json,232,382,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_6.json,269,492,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,971,1562,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,1125,2069,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_4.json,368,731,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_4.json,309,627,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_0.json,847,1539,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_0.json,807,1490,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,963,1701,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,1326,2204,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,786,1266,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,1101,1687,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,876,1459,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,1141,1881,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,753,1283,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,1182,1845,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,1033,1738,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,1434,2427,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,1023,1690,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,1336,2381,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,1087,1779,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,1412,2578,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_0.json,467,742,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_0.json,457,723,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_1.json,105,152,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_1.json,101,153,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_8.json,686,1078,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_8.json,699,1093,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_3.json,579,903,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_3.json,866,1310,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_0.json,587,971,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_0.json,660,1292,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_0.json,149,212,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_0.json,167,252,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,938,1578,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,885,1479,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,1009,1787,SABRE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,997,1696,CLOSURE_INIT
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_2.json,633,1058,SABRE_INIT
