file_path,closure,sabre_swap_count,closure_time
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_6.json,340,350,1.3404254913330078
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_7.json,286,283,0.9837160110473633
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_2.json,558,534,2.4879202842712402
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_9.json,543,572,2.1074955463409424
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,121,121,0.3820993900299072
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,322,315,1.0701830387115479
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,646,675,3.031684637069702
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,979,1067,5.4688966274261475
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,1244,1232,6.053196430206299
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_2.json,572,617,2.134216785430908
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,658,660,3.082092046737671
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,284,272,0.9799070358276367
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,1068,1174,5.581576347351074
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_7.json,631,701,2.3680500984191895
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,951,1014,4.270201921463013
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,871,916,4.555579662322998
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,933,1018,4.731820821762085
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,815,837,3.4873321056365967
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,423,425,1.7157011032104492
