file_path,closure,sabre_swap_count,closure_time
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,754,847,6.967375755310059
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,1013,1280,8.597081422805786
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,1758,1817,28.12293839454651
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,583,609,10.834880113601685
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,885,1034,6.367654323577881
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,1452,1453,15.696507692337036
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,673,669,27.25485110282898
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,433,491,3.961069345474243
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,942,868,19.854222059249878
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,1440,1834,18.915570974349976
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,503,531,26.755173444747925
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,1123,1380,11.12300443649292
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,2103,2327,25.905329942703247
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,1295,1292,10.113604068756104
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,658,678,6.5597686767578125
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,590,614,13.924888849258423
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,1430,1503,15.641935348510742
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,2530,3097,37.94790005683899
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,880,959,9.796378374099731
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,1068,1432,8.770503759384155
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,949,1001,16.009430170059204
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,1133,1679,20.772707223892212
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,2139,2219,26.873076915740967
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_8.json,2921,3219,38.989102840423584
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,1134,1330,13.46315598487854
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_7.json,1557,1794,26.97081685066223
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_0.json,1959,1919,30.68382167816162
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_7.json,1547,1754,15.743627071380615
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_1.json,363,388,16.681811571121216
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_1.json,910,771,7.909821271896362
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,423,463,9.973816633224487
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_1.json,1365,1288,18.415828466415405
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_1.json,657,1107,8.522749185562134
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_0.json,1842,1823,33.985506772994995
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_6.json,822,879,7.487687587738037
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_1.json,2118,2193,30.004486799240112
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_8.json,1321,1976,21.971538543701172
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_9.json,227,233,4.26063084602356
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_6.json,1668,2048,32.46925115585327
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_9.json,2304,2601,17.48409152030945
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_2.json,2230,2510,35.72358274459839
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_5.json,1850,2071,29.56412363052368
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_5.json,1101,1180,13.889026403427124
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_4.json,1830,2120,28.574268102645874
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_9.json,520,546,17.349588871002197
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_1.json,2204,2296,35.4904899597168
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_2.json,926,1267,19.229113578796387
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_3.json,600,803,8.28090786933899
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_8.json,941,905,6.8931190967559814
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_3.json,687,811,6.620131254196167
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_9.json,1753,1934,29.3762047290802
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_9.json,1512,1796,15.994129657745361
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_2.json,1960,2123,29.323798894882202
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_6.json,2467,3080,31.940449476242065
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_8.json,859,1064,9.563959836959839
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_4.json,863,1321,14.991284132003784
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_6.json,1042,1473,13.157289266586304
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_7.json,1622,1754,13.941295146942139
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_4.json,985,1023,20.152015686035156
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_6.json,715,814,5.638925313949585
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_9.json,1006,1168,16.60127353668213
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_5.json,1224,1252,21.345407485961914
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_3.json,2049,2351,35.0247917175293
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_4.json,1009,1588,13.141383409500122
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_8.json,2086,2253,29.857417106628418
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_2.json,1039,1181,8.717968225479126
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_5.json,940,900,10.294039487838745
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_2.json,1744,1616,20.45346164703369
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_4.json,1618,1657,32.64051008224487
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_6.json,2010,1993,21.59728717803955
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_2.json,1332,1698,12.271151065826416
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_0.json,1483,1677,18.84478259086609
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_0.json,1063,995,10.954893350601196
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_3.json,1448,1231,18.49171257019043
