file_path,closure,sabre_swap_count,closure_time
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,731,847,1.070875883102417
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,958,1280,1.3869667053222656
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,1676,1817,1.6887943744659424
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,605,609,0.9259908199310303
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,859,1034,1.4543302059173584
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,1471,1453,1.8034594058990479
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,733,669,1.5505850315093994
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,439,491,0.6221828460693359
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,954,868,1.354856014251709
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,1439,1834,1.8445796966552734
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,507,531,1.411229133605957
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,1205,1380,1.5161876678466797
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,2416,2327,2.4568440914154053
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,1276,1292,1.9112622737884521
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,590,678,0.8722140789031982
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,596,614,1.1066935062408447
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,1506,1503,2.065704107284546
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,2674,3097,3.0603835582733154
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,911,959,1.1732704639434814
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,1034,1432,1.1396300792694092
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,963,1001,1.4101243019104004
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,1459,1679,1.7273528575897217
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,2084,2219,2.515479564666748
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_8.json,3050,3219,3.261204719543457
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,1201,1330,1.3458504676818848
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_7.json,1679,1794,2.1039862632751465
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_0.json,1712,1919,2.498096227645874
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_7.json,1496,1754,1.9330408573150635
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_1.json,363,388,1.0813848972320557
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_1.json,884,771,1.1709330081939697
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,423,463,0.8872675895690918
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_1.json,1222,1288,1.2253062725067139
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_1.json,1007,1107,1.2235486507415771
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_0.json,1874,1823,2.47432804107666
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_6.json,840,879,1.2030863761901855
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_1.json,1525,2193,1.9584741592407227
