file_path,closure,sabre_swap_count,closure_time
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_6.json,348,375,0.2744331359863281
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_7.json,264,268,0.1514601707458496
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_2.json,545,534,0.30795812606811523
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_9.json,568,524,0.35034966468811035
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,128,121,0.06989741325378418
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,238,256,0.14394140243530273
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,660,706,0.3754851818084717
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,1004,1122,0.5463085174560547
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,1038,1087,0.5659010410308838
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_2.json,416,450,0.30680036544799805
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,638,716,0.3707449436187744
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,292,299,0.16463136672973633
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,1085,1069,0.5810441970825195
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_7.json,470,463,0.3351922035217285
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,794,841,0.45766663551330566
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,875,1073,0.5042505264282227
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,905,951,0.5698068141937256
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,639,661,0.38233327865600586
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,366,358,0.21759605407714844
