file_path,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_4.json,185,109,69,73,80,102,51,87
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.2D2_7.json,209,157,107,111,93,117,39,69
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.2D2_7.json,161,108,69,81,77,82,41,79
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.2D2_6.json,188,115,60,66,61,74,38,72
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_3.json,309,165,211,122,163,123,103,99
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.1D2_9.json,116,126,37,92,52,140,25,81
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.5D2_1.json,395,236,221,190,182,178,115,149
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_9.json,166,117,71,69,72,88,36,63
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.3D2_8.json,249,208,144,199,130,205,60,116
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_7.json,344,189,248,142,186,154,95,102
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_8.json,174,172,78,114,82,145,55,108
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.3D2_3.json,301,248,143,179,109,159,63,111
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_8.json,260,152,161,111,110,118,97,101
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_3.json,162,94,78,74,76,76,31,59
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.7D2_9.json,464,228,295,171,256,184,90,108
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.3D2_3.json,223,167,106,103,112,133,63,86
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.1D2_3.json,68,115,37,99,46,150,20,85
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_9.json,318,202,172,116,140,119,62,68
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_2.json,377,240,210,184,178,157,131,146
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_6.json,87,82,29,68,33,62,14,58
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_1.json,184,169,87,150,82,151,49,96
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_0.json,161,94,90,75,85,80,39,60
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_9.json,167,110,81,103,55,95,48,79
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_1.json,420,227,275,196,223,182,130,133
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.1D2_5.json,107,100,37,95,41,86,15,63
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_6.json,558,256,343,211,243,183,201,196
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_5.json,63,67,19,59,41,59,15,51
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.7D1_.1D2_3.json,107,201,28,102,47,146,20,111
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.3D2_7.json,244,167,136,154,132,110,77,104
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_8.json,524,277,310,224,224,174,150,139
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_0.json,212,180,76,92,71,100,36,69
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_6.json,313,192,170,141,153,141,81,95
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_3.json,172,139,96,105,84,108,42,79
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.4D2_6.json,259,220,164,140,149,182,86,112
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_9.json,67,68,17,54,32,62,6,49
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.1D2_7.json,80,99,37,77,44,96,19,52
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_4.json,61,71,31,67,39,69,14,56
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.3D2_1.json,282,175,100,128,101,121,69,81
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.7D1_.1D2_4.json,73,159,22,94,32,125,19,78
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.3D2_3.json,306,221,118,122,114,139,57,92
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.3D2_2.json,246,188,112,117,117,134,66,97
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.7D1_.1D2_5.json,99,169,33,100,53,153,13,67
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.3D2_1.json,238,147,131,113,115,120,69,68
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_2.json,427,213,301,189,194,164,143,135
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_2.json,390,254,259,192,202,179,135,169
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_1.json,269,210,135,126,134,154,71,105
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.7D2_6.json,564,271,310,211,203,180,178,157
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.4D2_3.json,338,163,175,122,161,133,98,100
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.2D2_7.json,171,178,83,167,87,146,45,133
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_6.json,156,103,81,78,85,81,31,62
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_2.json,337,205,186,138,155,176,93,97
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.1D2_7.json,109,111,23,61,34,76,15,56
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.1D2_8.json,105,145,42,120,43,94,19,93
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_0.json,494,255,248,191,196,170,134,146
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.2D2_2.json,190,182,77,125,72,142,37,88
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.7D2_1.json,507,225,353,182,192,137,148,129
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_6.json,184,124,80,82,84,107,52,75
