file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_7.json,45,320,152,205,113,172,129,91,78
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_8.json,45,183,183,78,129,74,131,46,85
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.3D2_3.json,45,266,198,125,159,136,170,54,84
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_8.json,45,251,142,136,95,111,115,83,94
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_3.json,45,199,118,59,68,75,74,35,60
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.7D2_9.json,45,436,194,249,170,217,167,87,87
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.3D2_3.json,45,247,157,95,89,104,114,55,84
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.1D2_3.json,45,84,124,31,104,44,127,14,59
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_9.json,45,379,197,145,93,137,118,61,78
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_2.json,45,432,252,214,196,169,173,97,119
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_6.json,45,84,81,20,58,35,61,14,58
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_1.json,45,169,150,60,112,90,145,44,104
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_0.json,45,163,99,85,76,71,68,34,62
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_9.json,45,162,116,66,69,68,77,25,66
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_1.json,45,370,197,238,156,209,179,112,121
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.1D2_5.json,45,135,122,35,71,43,88,9,51
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_6.json,45,460,212,304,193,240,192,133,119
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_5.json,45,63,73,17,54,35,58,11,54
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.7D1_.1D2_3.json,45,98,218,41,123,47,185,19,89
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.3D2_7.json,45,265,161,114,96,119,104,62,85
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_8.json,45,579,261,262,150,205,165,107,106
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_0.json,45,204,150,98,106,85,101,44,70
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_6.json,45,369,200,152,104,143,153,77,86
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_3.json,45,186,141,62,72,75,90,40,88
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.4D2_6.json,45,300,208,138,134,152,170,84,111
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_9.json,45,61,77,17,54,29,56,11,54
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.1D2_7.json,45,75,94,28,66,44,79,14,57
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_4.json,45,80,72,38,69,39,66,16,60
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.3D2_1.json,45,267,138,86,76,122,113,56,79
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.7D1_.1D2_4.json,45,80,191,22,92,34,154,16,78
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.3D2_3.json,45,296,193,134,119,114,130,50,88
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.3D2_2.json,45,228,153,104,102,116,110,62,71
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.7D1_.1D2_5.json,45,90,167,28,113,53,164,9,59
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.3D2_1.json,45,251,112,112,75,118,101,50,60
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_2.json,45,458,207,200,130,158,139,135,127
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_2.json,45,467,261,232,182,166,149,108,111
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_1.json,45,356,209,125,116,146,134,67,86
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.7D2_6.json,45,582,260,294,183,199,155,145,153
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.4D2_3.json,45,345,167,153,118,159,130,75,96
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.2D2_7.json,45,221,194,74,135,79,132,41,112
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_6.json,45,173,95,55,68,78,71,32,62
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_2.json,45,364,181,206,134,154,153,81,103
