file_path,depth,swaps_trivial,depth_trivial,swaps_default,depth_default
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_0.json,100,573,439,349,363
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_1.json,100,597,455,330,342
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_2.json,100,568,462,337,360
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_3.json,100,573,371,306,352
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_4.json,100,556,442,315,333
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_5.json,100,629,463,404,362
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_6.json,100,511,425,320,399
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_7.json,100,609,461,332,303
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_8.json,100,691,490,352,345
benchmarks/polyhedral/queko-bss-20qbt/20QBT_100CYC_QSE_9.json,100,622,471,417,383
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_0.json,200,894,753,743,778
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_1.json,200,1055,909,852,783
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_2.json,200,1106,891,780,753
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_3.json,200,1130,963,681,696
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_4.json,200,984,887,738,743
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_5.json,200,856,808,658,676
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_6.json,200,1097,880,823,796
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_7.json,200,986,867,730,716
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_8.json,200,1086,849,822,744
benchmarks/polyhedral/queko-bss-20qbt/20QBT_200CYC_QSE_9.json,200,1171,920,753,728
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_0.json,300,1586,1318,1197,1281
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_1.json,300,1537,1296,1122,1066
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_2.json,300,1400,1212,1102,987
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_3.json,300,1615,1300,1079,1049
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_4.json,300,1527,1276,1186,1090
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_5.json,300,1462,1261,1021,1026
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_6.json,300,1407,1246,1078,1039
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_7.json,300,1400,1318,1159,1102
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_8.json,300,1574,1373,1269,1191
benchmarks/polyhedral/queko-bss-20qbt/20QBT_300CYC_QSE_9.json,300,1549,1349,1127,1208
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_0.json,400,2258,1941,1435,1398
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_1.json,400,1808,1647,1375,1420
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_2.json,400,1882,1762,1580,1541
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_3.json,400,2144,1808,1572,1457
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_4.json,400,1948,1624,1738,1691
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_5.json,400,1780,1527,1422,1488
benchmarks/polyhedral/queko-bss-20qbt/20QBT_400CYC_QSE_6.json,400,1894,1809,1462,1505
