file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_0.json,100,3731,864,2276,676,1539,583,1158,411
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_1.json,100,3616,901,2439,648,1757,734,1072,404
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_2.json,100,3473,944,2431,619,1586,587,1203,492
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_3.json,100,4144,1029,2507,638,1681,620,1051,438
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_4.json,100,3481,931,2358,583,1437,506,1112,454
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_5.json,100,3875,921,2607,713,1853,631,1122,417
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,100,4030,955,2438,612,1724,691,1219,478
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_7.json,100,4248,1098,2789,664,1681,628,1115,466
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_8.json,100,3599,989,2250,598,1826,634,1217,468
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_9.json,100,3621,881,2372,606,1784,652,1231,506
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_0.json,200,6265,1742,4943,1330,3091,1225,2527,978
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_1.json,200,6360,1673,4745,1274,2762,1023,2337,853
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_2.json,200,6582,1639,4830,1362,3155,1242,2234,875
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_3.json,200,6408,1752,4523,1235,2563,1008,2257,867
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,200,5567,1593,4771,1340,2845,1030,2240,954
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_5.json,200,5084,1369,4377,1154,2442,947,2484,992
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_6.json,200,6154,1693,4723,1200,2897,1213,2432,929
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_7.json,200,6701,1706,4502,1209,3079,1237,2258,933
