file_path,depth,qops,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_3.json,700,40257,16111,4865,15854,4780,8570,3869,7813,3450
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_7.json,600,34506,13643,4112,13434,4026,7321,3347,6776,3005
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_6.json,800,46008,19133,5807,17972,5685,11019,5060,9085,4186
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,200,11502,6121,1738,4631,1430,3149,1302,2175,974
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_2.json,700,40257,16685,5146,15928,4807,8412,3891,7914,3736
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_9.json,900,51759,23179,6982,20206,6541,10355,4745,10382,4849
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_5.json,500,28755,15435,4615,11301,3262,7385,3491,5625,2628
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_6.json,500,28755,14262,4237,11156,3171,5787,2507,5486,2595
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,100,5751,3681,1074,2209,621,1518,603,1151,503
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_8.json,400,23004,10184,2986,9167,2713,5447,2349,4537,1994
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_1.json,600,34506,14380,4183,13647,4030,7544,3504,6599,2928
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_7.json,400,23004,11537,3378,9138,2842,6093,2773,4336,1951
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_6.json,600,34506,17217,5240,13856,4266,7650,3429,6924,2987
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_1.json,800,46008,19349,5762,17659,5514,10094,4678,8712,4084
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_4.json,300,17253,8412,2329,6605,1995,4272,1824,3269,1378
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_7.json,300,17253,7540,1976,6902,2027,4469,1976,3301,1472
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_7.json,100,5751,3495,931,2564,672,1675,743,1036,423
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_2.json,300,17253,8806,2461,6967,2133,4211,1777,3294,1393
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_9.json,700,40257,19477,5912,16005,5105,8244,3657,8258,3725
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_4.json,100,5751,3345,904,2227,610,1515,590,1137,490
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_3.json,100,5751,2988,728,2299,644,1680,678,1102,448
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_5.json,800,46008,19450,5736,17942,5528,12082,5539,8906,3978
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_7.json,900,51759,20655,6135,20463,6120,11673,5124,10478,4882
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_0.json,800,46008,21647,6535,17677,5463,11572,5431,9130,4195
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_6.json,200,11502,5817,1670,4428,1255,2811,1303,2210,893
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_4.json,500,28755,15025,4337,11259,3363,7593,3522,5870,2797
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_6.json,300,17253,8947,2528,6841,1959,4391,2197,3308,1427
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_1.json,900,51759,22045,6720,19974,6055,12053,5542,10537,4993
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_4.json,700,40257,16519,5205,15753,4859,8375,3634,8065,3526
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_2.json,900,51759,25108,8400,21168,6650,12898,6257,10306,4731
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_2.json,200,11502,5249,1431,4719,1350,3017,1275,2243,972
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_1.json,200,11502,6254,1756,4476,1256,2650,1236,2234,941
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_9.json,600,34506,15777,4698,13764,4159,8495,4055,6838,2924
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_5.json,100,5751,3303,789,2573,674,1589,720,1090,430
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_4.json,900,51759,24920,7989,20075,6089,10825,4987,10118,4624
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_3.json,400,23004,11699,3670,8970,2672,6067,2549,4522,2044
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_4.json,800,46008,22412,6825,18801,5790,10402,4529,9080,4150
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_8.json,200,11502,6423,1752,4693,1269,3189,1393,2188,926
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_5.json,400,23004,11589,3490,8742,2546,5895,2755,4642,2029
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_2.json,800,46008,22336,6557,18376,5645,9845,4498,9057,4367
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_2.json,100,5751,3303,899,2375,625,1671,692,1192,515
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_7.json,500,28755,14299,4123,11608,3442,6865,2970,5547,2617
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_1.json,500,28755,14261,4307,11629,3469,5764,2454,5576,2426
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_1.json,100,5751,3482,853,2511,694,1399,641,1042,457
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_8.json,300,17253,8566,2370,6601,1863,4105,1737,3464,1552
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_1.json,400,23004,11328,3584,9073,2621,4789,2094,4413,1998
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_3.json,900,51759,24620,7503,20920,6296,13297,6207,9986,4788
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_9.json,400,23004,11773,3288,9091,2731,6044,2655,4499,1969
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_3.json,200,11502,5984,1697,4452,1268,2513,1037,2209,961
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_0.json,500,28755,14393,4281,11968,3619,6515,2833,5747,2485
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_8.json,800,46008,18959,5927,18137,5584,9636,4340,9241,3996
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_3.json,500,28755,12911,3662,10848,3145,5922,2577,5712,2597
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_0.json,300,17253,8601,2454,6762,1966,3539,1513,3313,1389
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_2.json,500,28755,12409,3809,11077,3341,7319,3367,5690,2438
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_0.json,400,23004,10985,3187,9181,2550,5004,2180,4766,2117
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_0.json,200,11502,5844,1584,4815,1320,3645,1490,2391,1089
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_3.json,800,46008,20223,6000,18718,5630,11821,5705,9781,4263
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_1.json,700,40257,17791,5067,15343,4689,8725,3981,7845,3464
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_3.json,300,17253,7279,2109,7301,2089,4372,1962,3239,1424
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_8.json,900,51759,23776,7471,19828,6085,10961,4971,9975,4531
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_0.json,100,5751,3373,903,2307,639,1504,604,1156,453
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_7.json,200,11502,6433,1691,4397,1236,2547,1093,2271,952
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_5.json,200,11502,4818,1371,4646,1322,3075,1294,2143,910
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_9.json,300,17253,7716,2290,7155,2136,3858,1663,3274,1408
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_9.json,800,46008,22500,6878,17894,5671,11429,5427,8865,4190
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_5.json,600,34506,13646,4081,13319,4080,7950,3564,6736,3073
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_8.json,700,40257,16190,4864,15791,4837,9397,4214,8459,3919
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_1.json,300,17253,8572,2405,6846,1907,4174,1800,3251,1469
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_0.json,700,40257,17770,5290,15772,4792,9914,4427,7723,3505
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_9.json,100,5751,3563,901,2216,649,1657,635,1207,524
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_7.json,700,40257,20106,6425,16176,5293,8006,3734,7961,3474
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_8.json,100,5751,3565,1010,2158,581,1778,673,1232,504
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_2.json,600,34506,16095,4659,13669,3950,7106,3024,6565,3027
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_8.json,500,28755,11954,3663,10952,3456,6048,2657,5480,2440
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_9.json,200,11502,6053,1757,4355,1281,3160,1453,2214,945
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_9.json,500,28755,13489,3922,11341,3580,6170,2528,5804,2610
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_6.json,900,51759,24887,7793,22205,6555,11557,5162,10369,4642
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_5.json,700,40257,20078,6276,15641,4697,10545,4881,8243,3752
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_3.json,600,34506,13935,4368,13330,4171,9070,4135,6651,3054
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_4.json,600,34506,17039,5038,13636,4161,8820,4173,6729,2955
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_5.json,300,17253,8637,2441,6567,1913,4470,2031,3459,1514
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_0.json,600,34506,17627,5491,13750,4205,7448,3369,6544,2857
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_5.json,900,51759,24487,7830,21123,6521,12709,5735,10377,4680
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_6.json,400,23004,11138,3241,8752,2635,5079,2117,4616,2073
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_4.json,400,23004,9473,2834,9019,2696,5875,2644,4304,1828
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_8.json,600,34506,14553,4379,13935,4329,7328,3249,6505,2945
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_6.json,700,40257,17580,5608,15726,4817,8203,3510,7793,3498
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_7.json,800,46008,23530,7361,19029,6083,9490,4297,9151,4221
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_2.json,400,23004,11436,3325,9242,2602,5313,2318,4407,2014
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_0.json,900,51759,22121,6898,21038,6463,11487,5212,9976,4676
