file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_0.json,100,3705,1219,2711,860,1998,893,1628,802
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_1.json,100,3619,1147,2961,960,1921,893,1595,807
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_2.json,100,3476,1336,2987,1045,2092,1045,1561,716
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_3.json,100,4432,1401,2670,880,2172,989,1530,719
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_4.json,100,3638,1095,2858,966,2007,1036,1573,750
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_5.json,100,3918,1204,2770,1013,2108,1026,1695,828
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,100,3925,1165,2739,813,2037,969,1550,728
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_7.json,100,3937,1295,3026,983,2110,911,1864,895
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_8.json,100,3994,1200,3035,1003,2159,983,1781,820
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_9.json,100,3676,1127,3052,1093,2100,1017,1610,850
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_0.json,200,7550,2528,6243,2209,4201,1852,3627,1730
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_1.json,200,7514,2760,6196,2157,4069,2037,3298,1637
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_2.json,200,7550,2786,5601,1963,3903,2024,2928,1440
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_3.json,200,7288,2407,5786,2015,4047,1929,3291,1609
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,200,6976,2211,5902,2203,4136,1922,3257,1611
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_5.json,200,6921,2303,5726,2028,4024,1911,3118,1422
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_6.json,200,7627,2700,5498,1917,4191,1962,3426,1668
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_7.json,200,7003,2264,5690,2000,3835,1850,3239,1418
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_8.json,200,6946,2324,5801,2029,3669,1702,2939,1357
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_9.json,200,7016,2340,5468,1845,3739,1573,3106,1551
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_0.json,300,10397,3574,8544,3033,5413,2764,4694,2070
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_1.json,300,10634,3640,8450,2780,5546,2541,4845,2370
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_2.json,300,10752,3591,8373,2992,5424,2606,4595,2214
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_3.json,300,10093,3295,9113,3204,6274,3105,4810,2384
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_4.json,300,10617,3651,8175,2830,5432,2513,5034,2504
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_5.json,300,10779,3974,8428,2995,5900,2734,4908,2606
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_6.json,300,9353,3319,8535,2811,5059,2508,4501,2227
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_7.json,300,10757,3584,8967,2944,6157,3001,4967,2389
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_8.json,300,10648,3568,8853,3065,5217,2360,4955,2406
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_9.json,300,9728,3038,8344,2795,6234,2992,4625,2191
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_0.json,400,14459,5119,11373,3968,7357,3564,6175,3000
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_1.json,400,12674,4361,11503,3998,7326,3500,6541,3089
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_2.json,400,14240,4840,11588,4211,6923,3238,6557,3281
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_3.json,400,14944,5053,11698,3928,7807,3552,6368,3144
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_4.json,400,14129,5120,11683,3855,7308,3388,6498,2963
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_5.json,400,13876,4800,11829,3869,7171,3556,6320,3118
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_6.json,400,13157,4753,11080,3775,7764,3901,6666,3391
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_7.json,400,14979,5392,12212,4143,7873,3867,6374,3085
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_8.json,400,12471,4229,11986,4085,7357,3396,5935,2775
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_9.json,400,13081,4683,12120,4268,6724,3349,6129,2994
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_0.json,500,17432,5901,13546,4851,8990,4453,8137,3845
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_1.json,500,17627,6330,14031,4940,8428,3923,7583,3850
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_2.json,500,18040,6056,14687,5112,9053,4120,7845,3811
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_3.json,500,15681,5124,14756,5053,9820,4685,7786,3737
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_4.json,500,15429,5155,14668,5122,9594,4587,7788,3787
