file_path,decay,more_executed,closure,sabre_swap_count
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_7.json,863,792,754,847
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_8.json,1107,1006,1013,1280
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_3.json,1841,1798,1758,1817
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_8.json,674,635,583,609
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_9.json,1057,1059,885,1034
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_3.json,1536,1652,1452,1453
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_7.json,681,641,673,669
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_7.json,474,462,433,491
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_3.json,1023,1011,942,868
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_7.json,1555,1514,1440,1834
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_9.json,535,538,503,531
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_4.json,1363,1352,1123,1380
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_0.json,2485,2739,2103,2327
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_4.json,1410,1606,1295,1292
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_0.json,537,602,658,678
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_5.json,609,601,590,614
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_0.json,1593,1589,1430,1503
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_5.json,2877,3273,2530,3097
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_6.json,926,930,880,959
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_5.json,1216,1215,1068,1432
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_8.json,995,973,949,1001
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_6.json,1205,1171,1133,1679
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_7.json,2092,2368,2139,2219
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_8.json,2850,3786,2921,3219
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_2.json,1127,1195,1134,1330
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_7.json,1693,1959,1557,1794
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_0.json,2013,1532,1959,1919
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_7.json,1797,1867,1547,1754
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_1.json,389,387,363,388
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_1.json,944,924,910,771
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_1.json,448,428,423,463
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_1.json,963,1302,1365,1288
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_1.json,883,1010,657,1107
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_0.json,1883,2026,1842,1823
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_6.json,793,813,822,879
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_1.json,2112,1808,2118,2193
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_8.json,1348,1476,1321,1976
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_9.json,249,229,227,233
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_6.json,2117,1798,1668,2048
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_9.json,2286,2537,2304,2601
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_2.json,2340,2629,2230,2510
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_5.json,1869,1801,1850,2071
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_5.json,1148,1168,1101,1180
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_4.json,1830,1568,1830,2120
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_9.json,540,494,520,546
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_1.json,2896,2860,2204,2296
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_2.json,822,862,926,1267
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_3.json,855,821,600,803
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_8.json,880,911,941,905
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_3.json,713,721,687,811
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_9.json,1894,2418,1753,1934
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_9.json,1715,1698,1512,1796
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_2.json,2360,2498,1960,2123
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_6.json,2609,2086,2467,3080
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_8.json,915,887,859,1064
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_4.json,939,992,863,1321
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_6.json,1156,1196,1042,1473
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_7.json,1629,1568,1622,1754
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_4.json,991,997,985,1023
benchmarks/polyhedral/queko-bss-53qbt/53QBT_200CYC_QSE_6.json,845,829,715,814
benchmarks/polyhedral/queko-bss-53qbt/53QBT_600CYC_QSE_9.json,1056,1057,1006,1168
benchmarks/polyhedral/queko-bss-53qbt/53QBT_700CYC_QSE_5.json,1268,1322,1224,1252
benchmarks/polyhedral/queko-bss-53qbt/53QBT_900CYC_QSE_3.json,1857,2007,2049,2351
benchmarks/polyhedral/queko-bss-53qbt/53QBT_500CYC_QSE_4.json,1169,1364,1009,1588
benchmarks/polyhedral/queko-bss-53qbt/53QBT_800CYC_QSE_8.json,2174,2170,2086,2253
benchmarks/polyhedral/queko-bss-53qbt/53QBT_300CYC_QSE_2.json,1141,1194,1039,1181
benchmarks/polyhedral/queko-bss-53qbt/53QBT_400CYC_QSE_5.json,1048,1201,940,900
