file_path,decay,more_executed,closure,sabre_swap_count
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_6.json,372,355,343,375
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_7.json,263,259,253,268
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_2.json,523,535,558,534
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_9.json,600,527,601,524
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_8.json,123,136,121,121
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_5.json,259,263,240,256
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_4.json,675,697,642,706
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,1045,1115,973,1122
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,1056,1042,1034,1087
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_2.json,467,441,439,450
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_1.json,659,657,647,716
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_0.json,264,282,243,299
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,1115,1124,1002,1069
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_7.json,461,501,438,463
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_1.json,776,905,747,841
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,868,902,863,1073
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,949,946,884,951
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_6.json,681,692,657,661
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_1.json,373,373,344,358
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,797,781,785,827
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_6.json,241,237,225,249
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,920,961,906,987
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_4.json,389,350,384,383
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_0.json,797,876,775,813
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,957,950,880,932
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,819,819,801,807
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,853,883,829,894
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_2.json,817,763,777,817
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,964,992,946,1020
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,1076,1117,1005,1111
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,1002,975,995,1008
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_0.json,480,486,462,463
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_1.json,103,104,109,118
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_8.json,782,657,653,701
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_3.json,580,578,565,631
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_0.json,604,589,620,590
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_0.json,151,163,145,164
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,925,922,915,1009
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,1019,1069,949,1017
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_2.json,674,655,677,672
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_3.json,461,463,429,486
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_1.json,421,454,422,463
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_9.json,141,138,131,136
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_7.json,124,134,113,107
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_6.json,861,926,804,807
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_6.json,1050,1072,917,1059
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_6.json,109,120,114,127
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_9.json,589,637,539,578
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_4.json,237,213,205,215
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_3.json,135,142,127,133
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_8.json,263,263,233,246
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_4.json,564,605,551,601
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_9.json,1072,1057,998,1118
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_7.json,338,337,324,389
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_1.json,544,558,528,569
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_3.json,349,342,362,336
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,897,927,859,974
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_8.json,443,468,456,422
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,1142,1088,974,1056
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_0.json,393,313,307,313
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_6.json,596,554,526,560
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_2.json,249,226,210,236
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_6.json,566,548,531,534
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_4.json,484,521,454,460
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_4.json,107,122,111,117
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_2.json,332,332,345,353
benchmarks/polyhedral/queko-bss-16qbt/16QBT_400CYC_QSE_5.json,456,463,430,482
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_5.json,109,123,110,116
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_8.json,319,320,319,336
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_5.json,326,351,328,364
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_1.json,251,248,201,255
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_3.json,821,817,773,942
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_0.json,678,673,640,702
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_3.json,680,666,638,687
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_4.json,955,910,1009,1118
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_9.json,204,200,200,211
benchmarks/polyhedral/queko-bss-16qbt/16QBT_200CYC_QSE_3.json,271,265,254,249
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,1140,1126,999,1102
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,1063,1036,972,1100
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_8.json,574,583,537,572
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_9.json,840,841,828,971
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_5.json,648,664,630,739
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_5.json,547,571,553,588
benchmarks/polyhedral/queko-bss-16qbt/16QBT_100CYC_QSE_2.json,123,135,116,127
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_9.json,645,645,624,666
benchmarks/polyhedral/queko-bss-16qbt/16QBT_600CYC_QSE_7.json,664,656,623,809
benchmarks/polyhedral/queko-bss-16qbt/16QBT_300CYC_QSE_9.json,364,362,343,390
benchmarks/polyhedral/queko-bss-16qbt/16QBT_700CYC_QSE_8.json,822,913,760,838
benchmarks/polyhedral/queko-bss-16qbt/16QBT_500CYC_QSE_7.json,569,589,544,562
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_2.json,898,879,856,962
